epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,2892.13,0.53831,0.56783,0.96446,0.84675,0.7531,0.82195,0.72081,0.59357,0.69685,0.99724,0.000175236,0.000175236,0.000175236
182,2908.39,0.52626,0.56187,0.94837,0.81425,0.77629,0.82551,0.72743,0.59836,0.70135,1.00678,0.000174226,0.000174226,0.000174226
183,2925.08,0.5471,0.56133,0.957,0.83366,0.76692,0.82791,0.72547,0.60081,0.6797,1.01423,0.000173216,0.000173216,0.000173216
184,2941.01,0.51112,0.5268,0.94216,0.86541,0.75177,0.82079,0.71891,0.61133,0.71937,1.01295,0.000172207,0.000172207,0.000172207
185,2956.87,0.53524,0.55353,0.95416,0.82661,0.78535,0.82291,0.7163,0.60745,0.7111,1.01425,0.000171197,0.000171197,0.000171197
186,2973.32,0.53351,0.55213,0.95632,0.84417,0.77667,0.82986,0.72824,0.59406,0.70462,1.00501,0.000170187,0.000170187,0.000170187
187,2989.15,0.53128,0.55221,0.95688,0.86811,0.76975,0.83596,0.73349,0.59681,0.70775,1.00552,0.000169177,0.000169177,0.000169177
188,3005.11,0.53043,0.55418,0.95873,0.84024,0.77565,0.82898,0.72192,0.60934,0.7126,1.00526,0.000168167,0.000168167,0.000168167
189,3021.15,0.53476,0.55776,0.95078,0.81679,0.79234,0.82574,0.71476,0.60607,0.72156,1.01456,0.000167158,0.000167158,0.000167158
190,3036.68,0.51993,0.54099,0.94627,0.80051,0.78016,0.82471,0.72163,0.60039,0.70063,1.00256,0.000166148,0.000166148,0.000166148
191,3052.8,0.52448,0.54113,0.94344,0.8276,0.8056,0.83385,0.73339,0.59834,0.67565,1.00044,0.000165138,0.000165138,0.000165138
192,3069.19,0.51097,0.52371,0.93804,0.84262,0.77494,0.83089,0.72612,0.6047,0.68918,1.00769,0.000164128,0.000164128,0.000164128
193,3085.34,0.53964,0.54784,0.95746,0.83286,0.77905,0.83466,0.7271,0.59663,0.70666,0.99844,0.000163118,0.000163118,0.000163118
194,3101.13,0.51684,0.52436,0.94172,0.80897,0.77605,0.82382,0.72051,0.59758,0.69521,0.99665,0.000162109,0.000162109,0.000162109
195,3117.77,0.51076,0.52872,0.95287,0.83976,0.7438,0.81922,0.72106,0.5939,0.71047,1.00057,0.000161099,0.000161099,0.000161099
196,3134.45,0.50709,0.51068,0.94356,0.80647,0.81304,0.8369,0.7252,0.59807,0.68707,1.00306,0.000160089,0.000160089,0.000160089
197,3150.65,0.51984,0.55045,0.95705,0.85848,0.75387,0.82915,0.72647,0.58835,0.69151,0.99858,0.000159079,0.000159079,0.000159079
198,3166.22,0.50293,0.50372,0.94139,0.83814,0.77751,0.83056,0.72238,0.59425,0.70876,1.00725,0.000158069,0.000158069,0.000158069
199,3181.71,0.51481,0.52545,0.94474,0.80873,0.79862,0.83458,0.73329,0.59012,0.69173,0.99986,0.00015706,0.00015706,0.00015706
200,3197.67,0.51903,0.52076,0.93331,0.84549,0.77694,0.83349,0.72362,0.59604,0.69438,1.00505,0.00015605,0.00015605,0.00015605
201,3213.16,0.49945,0.50284,0.93166,0.8359,0.78722,0.8295,0.72737,0.58618,0.68273,1.00017,0.00015504,0.00015504,0.00015504
202,3228.75,0.51536,0.52458,0.94201,0.83874,0.78305,0.82585,0.7254,0.59719,0.69668,1.00748,0.00015403,0.00015403,0.00015403
203,3244.84,0.50374,0.5,0.92966,0.83016,0.78832,0.82349,0.72092,0.59734,0.707,1.01017,0.00015302,0.00015302,0.00015302
204,3260.72,0.50474,0.51817,0.94397,0.82976,0.77554,0.81905,0.71786,0.58961,0.71169,1.00047,0.000152011,0.000152011,0.000152011
205,3276.38,0.49731,0.49697,0.9348,0.84719,0.77428,0.82404,0.72478,0.58678,0.7042,1.00693,0.000151001,0.000151001,0.000151001
206,3292.58,0.50187,0.50048,0.93926,0.83029,0.78239,0.82323,0.71812,0.59181,0.69242,1.00613,0.000149991,0.000149991,0.000149991
207,3308.07,0.50837,0.52697,0.94414,0.86291,0.75585,0.82068,0.72103,0.58162,0.69009,1.00072,0.000148981,0.000148981,0.000148981
208,3324.03,0.50069,0.5006,0.93761,0.81325,0.80133,0.83215,0.73288,0.58849,0.69233,1.00916,0.000147971,0.000147971,0.000147971
209,3339.97,0.49005,0.4863,0.92354,0.83165,0.78232,0.82894,0.72669,0.59064,0.69425,1.00686,0.000146962,0.000146962,0.000146962
210,3356.13,0.49194,0.5049,0.93875,0.82288,0.79281,0.83413,0.73661,0.58344,0.68268,1.00374,0.000145952,0.000145952,0.000145952
211,3372.14,0.50769,0.51549,0.94717,0.79736,0.79156,0.82898,0.72702,0.58447,0.69029,1.00184,0.000144942,0.000144942,0.000144942
212,3388.37,0.47415,0.47637,0.92145,0.8372,0.76613,0.83095,0.72815,0.5801,0.69792,0.99656,0.000143932,0.000143932,0.000143932
213,3404.38,0.49149,0.49023,0.92831,0.8467,0.78942,0.82856,0.72937,0.58264,0.68019,0.99914,0.000142922,0.000142922,0.000142922
214,3420.28,0.50908,0.51753,0.9342,0.82993,0.78582,0.81366,0.71246,0.58097,0.70944,0.99623,0.000141913,0.000141913,0.000141913
215,3436.11,0.51523,0.50234,0.93876,0.82144,0.77449,0.8094,0.71091,0.58232,0.68774,0.99972,0.000140903,0.000140903,0.000140903
216,3451.97,0.49012,0.48417,0.93232,0.84397,0.75566,0.82585,0.72922,0.5769,0.69481,0.99142,0.000139893,0.000139893,0.000139893
217,3468.22,0.48989,0.49018,0.93119,0.89747,0.75679,0.8212,0.72168,0.58698,0.70786,0.99692,0.000138883,0.000138883,0.000138883
218,3484.13,0.51003,0.50391,0.94541,0.85517,0.74839,0.82048,0.72009,0.58675,0.70365,0.99902,0.000137873,0.000137873,0.000137873
219,3499.98,0.48902,0.48873,0.93595,0.84845,0.76035,0.83313,0.73302,0.57669,0.68572,0.99036,0.000136864,0.000136864,0.000136864
220,3515.73,0.4784,0.49584,0.93238,0.83559,0.77175,0.83588,0.73223,0.5876,0.69194,1.00769,0.000135854,0.000135854,0.000135854
221,3531.72,0.48189,0.47794,0.92404,0.81892,0.78159,0.82724,0.72819,0.57956,0.69015,0.99274,0.000134844,0.000134844,0.000134844
222,3548.24,0.48459,0.50628,0.93975,0.855,0.76505,0.82959,0.72772,0.57785,0.67502,0.99914,0.000133834,0.000133834,0.000133834
223,3564.23,0.48274,0.47783,0.92668,0.86526,0.7601,0.82705,0.72933,0.58377,0.68829,1.00338,0.000132824,0.000132824,0.000132824
224,3579.97,0.49236,0.50348,0.94273,0.86287,0.77889,0.83468,0.73266,0.58509,0.67546,1.00393,0.000131815,0.000131815,0.000131815
225,3595.45,0.48288,0.4803,0.93154,0.86422,0.76941,0.83624,0.73719,0.58402,0.66878,1.00557,0.000130805,0.000130805,0.000130805
226,3612.02,0.484,0.4716,0.93426,0.87208,0.7729,0.83574,0.7315,0.58164,0.65714,1.00283,0.000129795,0.000129795,0.000129795
227,3628.09,0.49609,0.51417,0.94126,0.87727,0.75568,0.82843,0.73012,0.58514,0.68072,1.00352,0.000128785,0.000128785,0.000128785
228,3643.99,0.4958,0.49793,0.94291,0.88522,0.75368,0.83007,0.72737,0.58501,0.69129,0.99489,0.000127775,0.000127775,0.000127775
229,3659.66,0.48488,0.49539,0.93865,0.87798,0.75916,0.82868,0.73083,0.58223,0.6715,0.99306,0.000126766,0.000126766,0.000126766
230,3675.35,0.47274,0.47404,0.92771,0.83776,0.7772,0.83274,0.73341,0.58624,0.66233,0.9935,0.000125756,0.000125756,0.000125756
231,3691.32,0.47649,0.46216,0.9139,0.78774,0.80338,0.82848,0.72792,0.58202,0.66965,0.99272,0.000124746,0.000124746,0.000124746
232,3707.34,0.47985,0.46922,0.92808,0.86591,0.75901,0.83176,0.73103,0.57102,0.65065,0.98516,0.000123736,0.000123736,0.000123736
233,3722.75,0.47587,0.45933,0.92338,0.86179,0.75779,0.8134,0.71906,0.57603,0.67307,0.99437,0.000122726,0.000122726,0.000122726
234,3737.94,0.46951,0.46573,0.93169,0.88184,0.7558,0.82665,0.72999,0.58089,0.65915,0.9949,0.000121717,0.000121717,0.000121717
235,3753.43,0.48322,0.4914,0.933,0.84888,0.79294,0.83118,0.73637,0.57892,0.66443,0.99438,0.000120707,0.000120707,0.000120707
236,3769.2,0.47013,0.46796,0.9325,0.8533,0.77663,0.83539,0.74081,0.57273,0.65157,0.99539,0.000119697,0.000119697,0.000119697
237,3785.56,0.47453,0.46069,0.91782,0.87004,0.77875,0.8365,0.73898,0.57911,0.66488,0.99517,0.000118687,0.000118687,0.000118687
238,3801.66,0.48037,0.45666,0.92571,0.85267,0.7907,0.83417,0.73635,0.5819,0.6687,0.99772,0.000117677,0.000117677,0.000117677
239,3817.5,0.47819,0.45618,0.92352,0.84291,0.78246,0.83189,0.73845,0.57502,0.6765,0.99778,0.000116668,0.000116668,0.000116668
240,3833.43,0.46379,0.44646,0.92138,0.84927,0.7829,0.83396,0.7361,0.58999,0.70362,1.01204,0.000115658,0.000115658,0.000115658
241,3849.31,0.46546,0.4567,0.93526,0.87685,0.76193,0.82557,0.73089,0.58793,0.70742,1.0047,0.000114648,0.000114648,0.000114648
242,3865.11,0.46807,0.46441,0.925,0.85736,0.7619,0.82098,0.72539,0.58734,0.70424,1.00757,0.000113638,0.000113638,0.000113638
243,3880.78,0.4665,0.45421,0.92076,0.86932,0.75834,0.82637,0.7303,0.58265,0.68364,1.00501,0.000112628,0.000112628,0.000112628
244,3896.72,0.45873,0.42481,0.90449,0.8546,0.78062,0.8351,0.73581,0.58055,0.67847,1.00471,0.000111619,0.000111619,0.000111619
245,3912.1,0.46216,0.44504,0.91203,0.85031,0.77622,0.83068,0.73481,0.57999,0.68279,1.0026,0.000110609,0.000110609,0.000110609
246,3927.53,0.45502,0.45045,0.90956,0.83573,0.77496,0.82451,0.72914,0.5769,0.70229,0.99286,0.000109599,0.000109599,0.000109599
247,3942.87,0.46279,0.44621,0.93007,0.83303,0.75351,0.81921,0.72195,0.57811,0.71543,0.99772,0.000108589,0.000108589,0.000108589
248,3958.23,0.46633,0.43365,0.92177,0.83783,0.77697,0.81827,0.72075,0.57559,0.69558,0.9967,0.000107579,0.000107579,0.000107579
249,3973.46,0.45721,0.44186,0.91177,0.86931,0.7583,0.82762,0.73382,0.57604,0.69896,0.99839,0.00010657,0.00010657,0.00010657
250,3988.77,0.46571,0.45681,0.91853,0.82814,0.77647,0.82902,0.73503,0.57633,0.67969,0.99319,0.00010556,0.00010556,0.00010556
251,4004.01,0.46029,0.43962,0.92012,0.83679,0.78,0.8265,0.73229,0.57625,0.693,0.99465,0.00010455,0.00010455,0.00010455
252,4019.46,0.4533,0.44483,0.91742,0.8595,0.75554,0.82413,0.72704,0.57658,0.71097,0.99826,0.00010354,0.00010354,0.00010354
253,4034.98,0.45673,0.43921,0.9164,0.8666,0.75441,0.82546,0.73101,0.58415,0.70369,1.00704,0.00010253,0.00010253,0.00010253
254,4050.47,0.45423,0.44042,0.91197,0.85762,0.76141,0.83311,0.73624,0.58031,0.70263,1.00044,0.000101521,0.000101521,0.000101521
255,4065.83,0.4552,0.45088,0.92261,0.85574,0.76191,0.83832,0.74121,0.57704,0.69574,0.99999,0.000100511,0.000100511,0.000100511
256,4081.38,0.46383,0.45356,0.91374,0.84474,0.76857,0.83771,0.74238,0.5785,0.70488,1.00391,9.9501e-05,9.9501e-05,9.9501e-05
257,4096.95,0.44633,0.42512,0.91293,0.81349,0.78371,0.83338,0.73671,0.57702,0.69565,1.00481,9.84912e-05,9.84912e-05,9.84912e-05
258,4112.47,0.45168,0.44373,0.92102,0.81639,0.77906,0.82456,0.72631,0.58035,0.70573,0.99773,9.74814e-05,9.74814e-05,9.74814e-05
259,4127.89,0.45997,0.45851,0.92364,0.85073,0.77252,0.83294,0.73409,0.57883,0.68767,0.99794,9.64716e-05,9.64716e-05,9.64716e-05
260,4143.3,0.45581,0.441,0.92325,0.84515,0.78198,0.83619,0.73984,0.57724,0.69352,1.00332,9.54618e-05,9.54618e-05,9.54618e-05
261,4158.83,0.44588,0.43007,0.907,0.8259,0.79592,0.83707,0.7386,0.57072,0.68515,0.98892,9.4452e-05,9.4452e-05,9.4452e-05
262,4174.31,0.45056,0.42782,0.91374,0.86397,0.76441,0.82685,0.72971,0.57779,0.70378,0.999,9.34422e-05,9.34422e-05,9.34422e-05
263,4189.73,0.45386,0.42669,0.9124,0.82019,0.7936,0.82382,0.72792,0.57648,0.70674,0.99386,9.24324e-05,9.24324e-05,9.24324e-05
264,4205.19,0.44544,0.43547,0.91544,0.85588,0.77269,0.832,0.7379,0.57233,0.68929,0.99356,9.14226e-05,9.14226e-05,9.14226e-05
265,4220.76,0.44065,0.41385,0.90091,0.84159,0.77773,0.83395,0.73713,0.57085,0.69049,0.99592,9.04128e-05,9.04128e-05,9.04128e-05
266,4236.11,0.4498,0.43019,0.90853,0.80462,0.79429,0.83135,0.73264,0.57472,0.69127,0.99561,8.9403e-05,8.9403e-05,8.9403e-05
267,4251.55,0.44988,0.43249,0.91029,0.85465,0.76708,0.82905,0.73208,0.57016,0.67541,0.98744,8.83932e-05,8.83932e-05,8.83932e-05
268,4267.02,0.44071,0.43858,0.91783,0.87137,0.77189,0.83268,0.73594,0.57301,0.67056,0.98881,8.73834e-05,8.73834e-05,8.73834e-05
269,4282.49,0.4406,0.42268,0.9032,0.85741,0.76317,0.83263,0.73832,0.56938,0.68654,0.98877,8.63736e-05,8.63736e-05,8.63736e-05
270,4297.9,0.45046,0.42267,0.91606,0.85536,0.76825,0.82808,0.73011,0.56955,0.68413,0.98771,8.53638e-05,8.53638e-05,8.53638e-05
271,4313.33,0.43936,0.4254,0.9113,0.83835,0.78798,0.82717,0.73498,0.56733,0.68585,0.99588,8.4354e-05,8.4354e-05,8.4354e-05
272,4328.78,0.44405,0.42841,0.91043,0.83955,0.78666,0.82894,0.73466,0.56859,0.69154,0.99431,8.33442e-05,8.33442e-05,8.33442e-05
273,4344.17,0.43704,0.41848,0.9099,0.85629,0.78609,0.83435,0.73758,0.56936,0.68065,0.99345,8.23344e-05,8.23344e-05,8.23344e-05
274,4359.61,0.43642,0.41556,0.90911,0.85798,0.77399,0.83292,0.73395,0.57402,0.69416,0.99767,8.13246e-05,8.13246e-05,8.13246e-05
275,4375.06,0.48386,0.44527,0.94768,0.86521,0.76333,0.83251,0.73268,0.57266,0.69041,0.99676,8.03148e-05,8.03148e-05,8.03148e-05
276,4390.59,0.44144,0.4412,0.91578,0.86394,0.76075,0.83538,0.73805,0.57526,0.70417,1.00298,7.9305e-05,7.9305e-05,7.9305e-05
277,4406,0.44238,0.41556,0.90484,0.86154,0.77952,0.82988,0.734,0.56773,0.70405,0.99203,7.82952e-05,7.82952e-05,7.82952e-05
278,4421.4,0.43934,0.426,0.90875,0.87902,0.75813,0.82985,0.73516,0.5642,0.70348,0.99841,7.72854e-05,7.72854e-05,7.72854e-05
279,4436.83,0.42633,0.40386,0.90259,0.85346,0.78645,0.83433,0.73731,0.57394,0.70072,1.00103,7.62756e-05,7.62756e-05,7.62756e-05
280,4452.3,0.42129,0.39076,0.89524,0.81511,0.79276,0.83259,0.74074,0.57114,0.70474,0.9994,7.52658e-05,7.52658e-05,7.52658e-05
281,4467.75,0.43136,0.41193,0.91484,0.84215,0.79952,0.83403,0.73611,0.56643,0.69961,0.99567,7.4256e-05,7.4256e-05,7.4256e-05
282,4483.19,0.43093,0.4034,0.89914,0.83805,0.78499,0.83358,0.73819,0.57198,0.69855,0.99904,7.32462e-05,7.32462e-05,7.32462e-05
283,4498.54,0.42692,0.39796,0.90043,0.81778,0.79597,0.83342,0.74022,0.57365,0.70213,0.99958,7.22364e-05,7.22364e-05,7.22364e-05
284,4513.98,0.42781,0.41427,0.90071,0.80345,0.81418,0.83289,0.73607,0.57385,0.70775,1.00611,7.12266e-05,7.12266e-05,7.12266e-05
285,4529.39,0.42566,0.41117,0.89986,0.85187,0.77273,0.83541,0.73736,0.57036,0.69714,0.99941,7.02168e-05,7.02168e-05,7.02168e-05
286,4544.82,0.42348,0.40304,0.90055,0.83404,0.78671,0.83782,0.73964,0.57215,0.68789,0.99587,6.9207e-05,6.9207e-05,6.9207e-05
287,4560.3,0.4249,0.39272,0.89496,0.85623,0.77021,0.83397,0.73792,0.57241,0.69229,0.99633,6.81972e-05,6.81972e-05,6.81972e-05
288,4575.78,0.42968,0.39388,0.90131,0.82203,0.79528,0.84106,0.74516,0.56689,0.6762,0.99121,6.71874e-05,6.71874e-05,6.71874e-05
289,4591.25,0.42884,0.3952,0.89822,0.85798,0.77433,0.84179,0.74563,0.56567,0.68466,0.99354,6.61776e-05,6.61776e-05,6.61776e-05
290,4606.71,0.42539,0.40817,0.90413,0.86371,0.77183,0.8399,0.74553,0.57103,0.67288,0.99534,6.51678e-05,6.51678e-05,6.51678e-05
291,4622.07,0.41189,0.38893,0.89457,0.8623,0.77496,0.84193,0.74828,0.56963,0.67742,0.99559,6.4158e-05,6.4158e-05,6.4158e-05
292,4637.56,0.41929,0.39652,0.90404,0.8787,0.76354,0.83858,0.74292,0.57162,0.69669,0.9999,6.31482e-05,6.31482e-05,6.31482e-05
293,4652.99,0.41852,0.39147,0.89463,0.85686,0.77641,0.83589,0.73984,0.57501,0.71081,0.99989,6.21384e-05,6.21384e-05,6.21384e-05
294,4668.42,0.42065,0.40323,0.89678,0.85212,0.77046,0.83825,0.74251,0.57218,0.69206,0.99856,6.11286e-05,6.11286e-05,6.11286e-05
295,4683.86,0.41691,0.39332,0.90049,0.83941,0.76864,0.8303,0.73497,0.57523,0.712,0.99707,6.01188e-05,6.01188e-05,6.01188e-05
296,4699.26,0.42185,0.39425,0.89683,0.86707,0.75678,0.83279,0.74139,0.57308,0.71375,0.99641,5.9109e-05,5.9109e-05,5.9109e-05
297,4714.7,0.42741,0.40984,0.90493,0.87892,0.76007,0.83268,0.73754,0.57361,0.708,0.99768,5.80992e-05,5.80992e-05,5.80992e-05
298,4730.12,0.4034,0.3807,0.88923,0.87932,0.7592,0.83078,0.73707,0.56826,0.68381,0.98871,5.70894e-05,5.70894e-05,5.70894e-05
299,4745.58,0.41775,0.3965,0.90388,0.86389,0.76624,0.82884,0.73655,0.57117,0.70225,0.99471,5.60796e-05,5.60796e-05,5.60796e-05
300,4761.01,0.40788,0.37892,0.89808,0.82839,0.7967,0.83055,0.73449,0.57351,0.70384,0.99805,5.50698e-05,5.50698e-05,5.50698e-05
301,4776.45,0.40861,0.37464,0.8926,0.8605,0.77526,0.83138,0.73594,0.56986,0.69485,0.99461,5.406e-05,5.406e-05,5.406e-05
302,4791.84,0.40583,0.3931,0.88975,0.85884,0.77343,0.83393,0.73713,0.56724,0.68678,0.99226,5.30502e-05,5.30502e-05,5.30502e-05
303,4807.23,0.41125,0.39508,0.89698,0.86348,0.76848,0.83311,0.73699,0.56646,0.68469,0.98926,5.20404e-05,5.20404e-05,5.20404e-05
304,4822.73,0.40919,0.37599,0.89592,0.86865,0.76435,0.83275,0.73745,0.56795,0.68237,0.98973,5.10306e-05,5.10306e-05,5.10306e-05
305,4838.17,0.40692,0.3781,0.89485,0.84733,0.77497,0.83319,0.74005,0.57047,0.69167,0.98919,5.00208e-05,5.00208e-05,5.00208e-05
306,4853.58,0.41548,0.39196,0.89179,0.86331,0.76018,0.82799,0.73423,0.56978,0.69576,0.99152,4.9011e-05,4.9011e-05,4.9011e-05
307,4868.98,0.41299,0.40156,0.90478,0.84511,0.77422,0.82897,0.73566,0.57381,0.69677,0.99559,4.80012e-05,4.80012e-05,4.80012e-05
308,4884.42,0.40972,0.38907,0.896,0.81874,0.78784,0.8262,0.73184,0.57249,0.70577,0.99642,4.69914e-05,4.69914e-05,4.69914e-05
309,4899.81,0.41362,0.39249,0.89814,0.82601,0.7932,0.82841,0.73388,0.57153,0.70996,0.99758,4.59816e-05,4.59816e-05,4.59816e-05
310,4915.28,0.41707,0.38448,0.89778,0.82547,0.7943,0.829,0.73505,0.57389,0.71221,0.99994,4.49718e-05,4.49718e-05,4.49718e-05
311,4930.66,0.41686,0.39846,0.90659,0.83208,0.78935,0.8306,0.73641,0.57518,0.71663,1.0034,4.3962e-05,4.3962e-05,4.3962e-05
312,4946.02,0.4119,0.38911,0.89401,0.83304,0.78653,0.82804,0.7362,0.57159,0.72454,0.99962,4.29522e-05,4.29522e-05,4.29522e-05
313,4961.5,0.3967,0.3852,0.89356,0.84616,0.79212,0.82681,0.73306,0.56938,0.71358,0.99766,4.19424e-05,4.19424e-05,4.19424e-05
314,4976.97,0.41039,0.3884,0.89703,0.82813,0.78838,0.82336,0.73332,0.57049,0.71546,0.99879,4.09326e-05,4.09326e-05,4.09326e-05
315,4992.37,0.40421,0.37253,0.88882,0.83956,0.78174,0.8252,0.73573,0.57301,0.73113,1.00322,3.99228e-05,3.99228e-05,3.99228e-05
316,5007.8,0.40829,0.37263,0.89195,0.82478,0.78548,0.8268,0.73728,0.573,0.73217,1.00181,3.8913e-05,3.8913e-05,3.8913e-05
317,5023.25,0.40093,0.3877,0.89279,0.82812,0.78359,0.82586,0.73476,0.57222,0.71907,1.00054,3.79032e-05,3.79032e-05,3.79032e-05
318,5038.67,0.40988,0.38303,0.89617,0.8447,0.7864,0.83106,0.73957,0.57005,0.71093,0.99784,3.68934e-05,3.68934e-05,3.68934e-05
319,5054.04,0.39309,0.36549,0.88287,0.84566,0.7822,0.82967,0.73762,0.56522,0.70477,0.9944,3.58836e-05,3.58836e-05,3.58836e-05
320,5069.46,0.39746,0.37774,0.89677,0.80862,0.7987,0.83071,0.73943,0.56606,0.70464,0.99023,3.48738e-05,3.48738e-05,3.48738e-05
321,5084.91,0.40871,0.36929,0.89482,0.81381,0.795,0.83312,0.74052,0.56789,0.70052,0.99454,3.3864e-05,3.3864e-05,3.3864e-05
322,5100.37,0.40422,0.3778,0.89787,0.82049,0.79143,0.83214,0.73921,0.57525,0.71127,1.00367,3.28542e-05,3.28542e-05,3.28542e-05
323,5115.7,0.39951,0.37159,0.8965,0.84308,0.77958,0.83323,0.74108,0.57764,0.70622,1.00725,3.18444e-05,3.18444e-05,3.18444e-05
324,5131.11,0.3931,0.35926,0.87945,0.83897,0.78454,0.83383,0.74145,0.57519,0.71183,1.00425,3.08346e-05,3.08346e-05,3.08346e-05
325,5146.67,0.40109,0.39101,0.89925,0.84357,0.77888,0.83492,0.74119,0.57323,0.69817,0.99924,2.98248e-05,2.98248e-05,2.98248e-05
326,5162.14,0.39212,0.36847,0.88542,0.8476,0.77462,0.83118,0.73825,0.57308,0.70526,1.00075,2.8815e-05,2.8815e-05,2.8815e-05
327,5177.61,0.39722,0.37811,0.88882,0.84665,0.77711,0.83259,0.73829,0.57207,0.70365,0.99984,2.78052e-05,2.78052e-05,2.78052e-05
328,5193.03,0.39308,0.36219,0.89031,0.85109,0.77742,0.82954,0.73748,0.5742,0.70912,1.00276,2.67954e-05,2.67954e-05,2.67954e-05
329,5208.5,0.39883,0.37494,0.89735,0.85741,0.77289,0.83058,0.73773,0.57398,0.70979,1.00245,2.57856e-05,2.57856e-05,2.57856e-05
330,5223.92,0.38363,0.35336,0.88119,0.83964,0.78854,0.83179,0.73931,0.57629,0.71379,1.00473,2.47758e-05,2.47758e-05,2.47758e-05
331,5239.3,0.37777,0.3509,0.88742,0.82526,0.80242,0.83259,0.74017,0.57513,0.71473,1.00484,2.3766e-05,2.3766e-05,2.3766e-05
332,5254.71,0.39823,0.37116,0.89047,0.82889,0.79353,0.83298,0.73985,0.57325,0.71127,1.0035,2.27562e-05,2.27562e-05,2.27562e-05
333,5270.16,0.3856,0.35249,0.88173,0.85922,0.77049,0.83466,0.74223,0.57297,0.71052,1.00518,2.17464e-05,2.17464e-05,2.17464e-05
334,5285.65,0.40593,0.37417,0.89557,0.83839,0.78035,0.83352,0.74119,0.57293,0.70941,1.00552,2.07366e-05,2.07366e-05,2.07366e-05
335,5301.03,0.39198,0.35549,0.87882,0.86541,0.76779,0.83288,0.7421,0.57127,0.71106,1.00137,1.97268e-05,1.97268e-05,1.97268e-05
336,5316.4,0.38955,0.37122,0.88964,0.83677,0.78327,0.83337,0.74156,0.56921,0.70752,0.9963,1.8717e-05,1.8717e-05,1.8717e-05
337,5331.79,0.39379,0.36497,0.88387,0.83218,0.79118,0.8352,0.74262,0.56725,0.69866,0.99288,1.77072e-05,1.77072e-05,1.77072e-05
338,5347.14,0.39212,0.37172,0.8931,0.8477,0.77761,0.83387,0.74183,0.56419,0.68947,0.99298,1.66974e-05,1.66974e-05,1.66974e-05
339,5362.53,0.38825,0.36292,0.89557,0.85624,0.77628,0.83197,0.74038,0.56543,0.69107,0.99472,1.56876e-05,1.56876e-05,1.56876e-05
340,5377.94,0.38699,0.34563,0.88046,0.85389,0.77557,0.83142,0.73962,0.56602,0.69698,0.997,1.46778e-05,1.46778e-05,1.46778e-05
341,5416.92,0.34448,0.26764,0.84263,0.83597,0.77968,0.82773,0.73626,0.57091,0.70107,0.9999,1.3668e-05,1.3668e-05,1.3668e-05
342,5432.4,0.33763,0.26473,0.84288,0.85252,0.76758,0.82771,0.73676,0.5721,0.70265,1.00185,1.26582e-05,1.26582e-05,1.26582e-05
343,5447.81,0.32159,0.25787,0.8384,0.85257,0.76748,0.82873,0.73785,0.57325,0.70907,1.00435,1.16484e-05,1.16484e-05,1.16484e-05
344,5463.21,0.3321,0.26265,0.84296,0.85219,0.76574,0.82878,0.73702,0.57146,0.70351,1.00251,1.06386e-05,1.06386e-05,1.06386e-05
345,5478.68,0.32685,0.25559,0.85264,0.8274,0.79369,0.82964,0.73843,0.56932,0.7005,1.00122,9.6288e-06,9.6288e-06,9.6288e-06
346,5494.08,0.32654,0.25955,0.83689,0.83106,0.78901,0.82924,0.73843,0.56775,0.69749,0.99983,8.619e-06,8.619e-06,8.619e-06
347,5509.46,0.32276,0.25259,0.83802,0.83253,0.78837,0.82912,0.73644,0.56822,0.6988,0.99931,7.6092e-06,7.6092e-06,7.6092e-06
348,5524.89,0.31515,0.24792,0.83176,0.82981,0.79026,0.82801,0.73702,0.56781,0.69792,0.9996,6.5994e-06,6.5994e-06,6.5994e-06
349,5540.33,0.3259,0.25623,0.84509,0.83687,0.79013,0.82883,0.73834,0.5676,0.69624,0.99854,5.5896e-06,5.5896e-06,5.5896e-06
350,5555.72,0.32097,0.25201,0.83495,0.84692,0.78497,0.82981,0.74009,0.56665,0.70036,0.99826,4.5798e-06,4.5798e-06,4.5798e-06
